DIM1,512,511.868755,512,512,512,512,512,481.710325,512,512,512,512,512,512,512,512,512,512,512,401.65589,403.148785,512,512,512,512,512,512,512,512,512,512,443.329035,470.93566,512,512,512,512,512,512,512,424.672549,499.493316,512,512,512,512,512,512,497.644862,512,512,512,512,512,512,512,512,422.599293,512,512,512,327.887227,512,512,443.008094,512,426.886757,512,512,512,512,512,512,428.351459,512,512,512,512,478.897089,374.485023,512,512,512,512,512,512,512,512,512,447.988102,512,502.719434,512,512,512,512,512,337.228663,512,512,512,512,512,512,512,512,512,387.043074,512,512,512,512,512,512,512,499.305068,512,512,512,437.050014,512,512,512,463.554346,512,512,512,512,457.054571,512,512,512,512,460.640185,512,512,512,512,512,477.105941,512,512,512,512,512,382.265673,512,472.378461,358.946043,512,512,512,512,512,512,512,366.251063,512,512,512,512,417.486277,396.587874,512,440.979416,512,512,512,512,512,427.599738,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,486.819437,512,512,512,512,512,380.478034,512,512,512,409.90717,381.731387,512,512,512,512,512,512,512,379.479783,512,353.099564,512,512,380.420618,512,512,451.549533,512,512,512,512,373.325926,512,512,512,349.781576,512,512,512,311.116291,512,351.474818,512,512,512,512,496.227973,512,460.120736,500.453597,512,512,512,459.244189,512,512,512,467.183799,512,512,512,356.459115,512,392.801819,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,345.794043,512,512,512,512,512,462.420148,512,512,512,512,512,512,512,512,512,512,377.393651,512,512,512,512,405.119323,512,512,481.063011,512,512,512,407.951289,447.032929,512,401.273129,512,512,512,512,512,508.757527,512,512,512,512,512,512,512,512,512,512,512,512,512,512,336.185933,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,379.345799,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,466.931409,512,477.204545,512,512,512,512,404.971189,437.617662,494.165779,512,511.821406,512,409.630249,512,512,512,512,512,512,436.936291,512,512,375.827241,512,512,512,512,512,512,512,512,512,428.865146,512,512,512,493.143894,512,512,512,512,508.364683,512,512,512,512,512,512,512,373.338114,512,512,512,505.845596,417.019097,496.187094,512,512,512,406.959257,512,512,512,512,493.077789,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,374.407414,512,512,512,512,395.970951,512,512,512,512,512,512,479.015973,512,512,512,512,512,432.395753,512,512,512,512,512,445.808893,512,512,512,444.678252,512,512,352.235391, 
DIM2,420.69398,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,405.061168,512,371.807221,512,512,512,512,512,512,512,372.736576,389.702833,512,512,512,512,512,512,512,512,512,512,512,512,390.613675,512,353.623528,512,440.299634,512,512,401.787993,394.244084,409.492536,512,512,451.879712,512,512,512,512,512,485.012174,512,512,512,512,512,512,376.365162,431.897888,512,512,512,512,475.261999,419.121996,512,512,512,512,512,381.005486,512,512,512,512,512,512,512,368.19662,512,512,512,435.659453,512,512,512,423.213802,512,428.517144,512,512,441.795036,501.928981,512,512,490.986892,325.229754,512,381.390129,512,512,512,512,512,512,512,512,512,512,512,512,512,512,439.179349,512,512,512,512,512,512,512,449.608953,512,512,471.439591,512,512,512,512,512,512,512,512,421.851214,512,375.873203,411.120799,512,512,512,512,512,512,512,512,375.462067,512,450.06985,512,356.14087,476.700153,512,494.123649,437.962434,512,512,512,512,512,512,512,432.89478,512,512,512,512,512,495.743336,346.2222,474.330041,406.148318,512,512,512,512,512,475.71654,512,512,512,512,512,371.834909,512,512,512,512,512,512,512,512,512,512,512,512,453.76134,512,405.900968,512,507.128879,512,512,512,512,512,512,512,512,512,512,512,481.405412,485.10394,512,512,512,512,512,512,512,512,512,512,512,512,512,477.115486,512,512,512,512,512,512,512,512,512,512,512,472.774735,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,504.880748,408.667657,512,512,512,512,386.220011,512,512,512,512,512,400.906252,512,443.597731,512,512,512,512,512,510.339867,512,388.315895,512,512,512,512,512,478.583644,512,493.688982,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,439.550096,512,512,512,512,512,512,512,512,512,512,512,512,512,495.537765,512,363.997229,512,512,512,512,512,512,512,512,512,512,512,512,415.798529,367.298873,451.885825,512,512,512,417.143276,374.773101,512,512,512,512,512,512,512,512,512,512,512,512,512,512,441.103261,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,417.829139,512,512,491.590702,487.020475,512,512,512,512,512,512,512,512,512,512,512,512,512,455.362213,483.504034,512,512,512,512,512,512,512,512,339.971754,512,487.98356,512,316.84179,512,512,512,512,417.411572,512,512,490.787688,508.183952,512,512,512,512,512,440.510559,507.842297,512,512,512,439.789658,512,512,512,337.372159,378.31717,512,512,512,512,448.914228,512,512,512,512,512,512,498.406876,512,512,512,512,512,512,504.559191,512,512,512,512,512,512,512,512,512,512,512,512,512,403.957304,512,512,512,512,512,512,512,512,512,512,512,512,512,444.53647,512,512, 
DIM3,512,512,512,447.519866,512,512,512,512,512,512,457.816534,512,371.858305,512,512,512,512,512,512,417.113088,445.223602,512,512,512,512,512,512,512,512,395.71604,443.04949,512,512,473.730012,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,504.848928,462.920087,512,512,512,512,512,512,512,512,512,512,512,512,512,486.456937,512,512,447.628976,512,512,373.234422,435.804022,512,460.083011,512,512,512,512,512,512,512,512,512,512,512,512,512,455.666836,512,512,512,512,512,512,512,512,512,448.294062,512,512,512,512,384.997041,512,512,477.034857,512,512,512,512,512,512,512,512,512,512,512,512,512,512,465.289145,512,512,325.040984,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,432.670254,512,512,363.186136,512,452.749365,512,512,512,307.149824,512,512,375.905206,512,420.942974,475.647838,448.532086,512,512,512,512,512,512,512,512,512,512,512,512,512,410.239153,512,512,512,512,512,388.035787,512,512,512,512,512,512,512,512,512,512,512,463.050246,512,447.850505,512,512,512,512,400.217322,512,512,512,512,512,512,499.016709,512,512,512,512,512,512,512,512,512,508.254428,512,512,512,512,512,512,512,512,512,512,512,512,481.948428,467.086293,512,512,405.807488,512,512,512,482.818725,396.321777,512,512,512,512,484.635424,512,512,512,512,512,503.679277,512,512,512,512,512,512,512,384.794918,512,512,512,512,347.125356,509.788598,512,512,512,512,512,512,428.708032,512,512,512,512,512,512,512,512,477.07754,389.096392,512,512,512,512,512,422.761521,489.714346,512,512,512,512,512,512,512,396.886446,512,512,508.965294,512,419.636391,512,512,512,512,512,512,512,502.86516,447.498747,512,512,415.300197,512,512,440.531441,512,435.214145,512,370.066787,444.731312,393.680993,512,507.651642,512,512,512,512,512,387.559904,512,512,512,512,512,512,394.929315,512,438.575815,512,512,512,512,512,512,469.343975,512,512,512,512,512,512,512,512,512,420.897206,511.845844,512,512,512,482.47418,512,512,512,512,512,512,512,512,512,512,512,481.952051,512,511.693383,499.665759,512,433.155681,512,512,512,512,512,512,512,512,512,512,512,512,512,392.002283,512,512,508.734545,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,311.544135,512,512,512,415.843328,512,512,512,512,512,512,512,512,427.850729,512,512,512,512,512,512,512,508.744176,512,512,512,512,512,512,512,512,512,512,512,486.893707,396.534989,512,414.96473,512,512,512,486.193549,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,458.089008,510.74216,512,512,512,512,512,512,512,512,512,476.648941,425.718778,512,392.569162,512,512,512,512,512,512,512,512,512,512,512,512,512, 
DIM4,512,512,512,512,378.115493,512,443.693453,512,512,512,512,512,512,429.771614,512,512,512,463.472713,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,409.763485,512,512,512,512,512,512,470.682538,512,512,512,512,512,512,512,512,512,512,512,350.045646,512,512,462.628641,512,512,512,512,512,512,512,512,512,512,512,512,512,511.466853,390.735881,422.113342,512,512,512,512,512,512,512,512,512,512,512,444.415491,512,512,512,373.181376,512,512,512,512,512,512,512,512,512,512,512,512,374.236915,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,491.450648,512,512,512,512,512,512,512,512,512,512,438.56546,512,512,512,512,512,452.531134,512,512,512,512,442.938132,512,512,512,512,512,512,481.005149,468.259478,512,488.959448,512,512,512,512,512,512,512,512,512,431.431143,484.023172,512,512,377.860095,512,505.579517,367.763479,512,512,512,512,467.219991,472.471565,506.080141,394.932501,512,512,505.503731,512,512,512,512,512,512,512,454.365133,512,512,453.315382,512,512,512,512,378.65778,512,512,512,512,392.564495,461.427646,448.353507,512,512,503.190823,512,512,512,512,512,512,512,512,512,327.507022,512,512,512,512,512,512,512,512,512,512,512,512,386.370978,501.522324,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,383.202358,512,512,512,512,512,512,512,368.273195,512,512,512,512,512,470.842972,512,512,512,391.250385,395.075234,512,512,512,360.629979,512,512,512,512,512,512,512,454.560647,512,350.756043,512,512,512,512,512,512,512,512,476.190147,512,512,512,512,512,512,512,512,419.433248,384.846924,512,512,511.932211,512,335.462911,512,498.834284,512,512,512,512,512,512,417.75903,512,512,512,345.983372,512,475.289169,512,512,358.610579,389.168408,512,512,364.972638,512,512,512,512,512,512,512,512,512,455.145579,512,512,512,512,512,366.234365,512,512,512,512,512,368.364612,512,512,512,512,512,512,508.257721,460.111206,512,512,422.011479,512,512,399.583669,477.525219,512,512,512,512,512,512,512,512,512,414.794289,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,427.893617,512,395.650593,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,412.012908,512,512,512,512,512,475.931806,372.55343,512,512,512,342.648078,512,512,384.928401,512,512,512,512,512,396.132067,512,512,433.924708,512,512,512,512,512,512,512,512,512,512,512,512,512,405.936794,376.94091,512,342.562552,512,512,512,512,512,512,512,512,512,512,512,485.04019,512,512,512,512,487.114009,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,403.318803,512,359.334343,512,512,512,512,512,502.259332, 
DIM5,512,512,448.768063,458.608132,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,418.89841,512,512,512,512,372.273221,512,512,512,512,512,394.147325,512,511.85763,512,512,512,442.874453,497.678813,512,512,478.696072,512,512,512,512,425.969072,512,512,512,490.366993,512,512,512,512,512,512,512,512,512,512,458.434949,512,443.642416,512,331.97069,512,432.5838,512,512,512,512,512,512,512,512,512,512,388.601453,512,512,351.218411,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,440.435218,512,512,512,322.434983,512,512,512,410.86213,453.630981,512,512,478.370731,466.237654,512,512,512,512,512,512,512,445.064575,512,512,512,512,367.617251,512,497.324061,512,512,512,512,512,512,512,512,489.453529,401.808756,459.797586,512,512,400.424497,512,512,512,425.535822,512,512,512,512,512,512,512,458.452258,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,419.430191,512,382.981323,512,393.89037,370.569833,372.134613,512,380.426742,512,503.623806,440.253144,512,512,512,512,512,512,512,512,512,512,512,512,512,391.752335,512,512,512,512,512,512,512,512,512,512,512,512,512,472.153572,512,512,512,512,512,381.862333,512,512,404.840681,512,512,512,512,512,382.348312,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,405.285227,512,437.558788,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,469.300491,512,512,512,512,512,512,392.669403,512,512,512,512,512,512,512,512,512,512,512,414.593882,512,378.29942,512,512,512,512,512,481.25645,434.46883,512,512,512,512,512,512,512,512,422.7502,512,512,512,437.606378,512,512,512,414.067312,512,512,512,512,512,512,512,512,509.054078,512,512,426.05378,512,362.622789,512,512,512,512,512,512,512,512,491.784999,512,512,491.238743,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,392.607582,512,512,501.249845,512,512,512,512,511.657771,390.371568,512,512,417.722338,351.430154,413.988595,512,512,457.019486,419.359942,512,487.665845,512,512,512,512,512,512,512,410.058949,411.285385,512,512,512,512,512,512,512,512,512,512,512,389.002319,512,512,512,512,385.874801,512,512,512,399.552798,512,512,512,512,512,454.255191,512,512,512,512,431.901655,393.328666,512,512,512,512,512,442.325994,512,512,500.530833,512,512,512,512,512,328.952498,512,512,392.43801,512,512,512,512,512,512,482.606804,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,418.719693,356.44948,512,512,512,466.054986,512,512,512,512,448.739222,363.148479,471.872441,512,512,512,446.091226,512,512,512,512,422.513601,512,512,359.262967, 
DIM6,512,512,512,512,434.700836,512,512,512,512,512,512,476.870429,512,415.734551,512,497.283985,512,512,512,512,512,512,430.131396,512,512,460.767843,512,512,512,360.043964,512,512,512,512,512,512,512,512,512,512,512,512,396.276024,512,512,512,512,354.774987,512,512,456.485643,512,512,512,512,512,512,512,482.775739,488.824038,512,512,512,512,512,512,344.072787,512,374.770816,512,512,512,512,512,401.526148,512,512,512,369.643295,512,492.829278,512,512,512,512,512,512,512,512,512,512,512,413.642017,512,512,512,512,463.605127,512,512,512,512,416.394541,512,444.957705,512,512,512,512,512,382.967498,512,512,512,512,512,512,512,512,512,512,512,512,512,512,394.839283,483.628208,512,512,512,512,512,512,411.293766,512,512,512,340.614877,409.770287,512,512,429.199659,512,332.792442,512,512,512,512,512,368.226524,370.337476,512,512,511.003005,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,508.647014,512,512,400.446996,512,512,512,512,510.601828,512,512,512,512,512,512,512,512,512,512,512,448.056358,512,431.613119,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,498.845609,512,512,512,512,512,512,512,512,512,512,512,512,512,512,379.49944,512,512,512,512,361.282195,512,512,512,512,512,512,473.643921,512,512,512,512,512,512,512,512,512,512,512,512,512,508.286645,496.54583,512,512,512,482.958265,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,439.687124,413.932414,512,512,512,512,512,512,512,512,512,411.207645,512,512,512,512,512,512,512,512,512,512,512,512,512,512,500.504497,358.266173,512,512,512,512,512,420.96494,512,512,512,512,506.084492,379.966736,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,431.747567,512,512,512,408.177508,393.905578,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,486.76709,512,512,376.818491,459.114681,411.379165,512,512,420.48641,512,503.558279,512,512,512,512,430.568752,512,512,512,512,512,512,512,512,512,428.140479,512,472.574218,512,397.955272,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,422.365128,512,512,512,476.213224,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,468.832195,512,512,512,512,512,347.340435,346.258693,512,512,512,374.319583,512,512,512,512,512,512,364.816735,512,512,512,512,512,512,512,512,512,512,512,383.563379,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,467.108997,512,512,366.214114,512,438.198383,512,512, 
DIM7,512,512,512,512,512,512,512,512,404.669406,512,512,512,512,512,512,512,512,512,512,512,425.781085,512,512,411.723735,512,512,512,512,481.405887,512,512,512,512,512,512,512,512,454.937764,512,512,512,471.779927,512,512,512,512,512,358.579755,461.467879,418.46126,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,370.427604,512,512,376.00006,512,454.55581,512,512,512,512,512,390.784358,512,512,512,512,407.625727,359.55951,512,512,512,512,512,512,447.375947,512,345.452063,439.850308,512,512,422.498336,405.411245,512,483.107186,512,512,512,512,512,512,512,383.469536,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,346.937012,512,512,512,512,512,477.311624,512,512,512,512,512,512,512,423.794872,512,512,512,512,418.913146,356.540417,512,512,512,512,512,512,495.729095,505.554544,512,512,512,512,512,512,512,512,368.396956,512,512,364.328981,512,512,512,512,512,455.745607,512,512,512,512,512,512,512,512,512,453.253528,364.231633,512,512,426.178871,512,512,404.488358,512,512,512,512,512,512,512,512,512,512,512,512,512,512,445.117285,512,512,451.877261,512,510.639681,512,512,459.752977,512,512,512,512,512,512,512,512,488.074771,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,428.031594,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,481.903834,512,415.447052,512,442.42346,353.490235,464.58068,512,512,512,512,512,512,512,512,512,512,512,412.866986,512,512,512,512,512,512,512,512,512,512,512,512,512,512,369.875051,512,512,512,512,512,512,512,512,512,337.361792,512,512,512,512,512,512,512,431.355145,512,388.878727,512,389.001711,512,351.554224,512,512,512,512,512,512,377.383259,512,427.7782,512,512,435.557966,512,512,512,512,447.050868,512,512,512,512,512,512,512,512,512,512,453.341808,512,512,512,512,512,512,512,512,512,512,460.598627,512,512,512,512,356.272758,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,477.918766,512,512,512,512,461.25718,512,512,512,512,433.548547,493.175575,512,502.120007,512,396.896497,512,512,512,512,512,512,512,512,512,375.707155,454.461283,512,512,512,512,375.630782,512,512,399.696612,512,512,512,512,512,448.071855,512,512,512,512,499.627725,512,512,354.032877,512,512,358.333957,512,468.481081,512,512,512,512,376.17775,458.593526,460.2657,414.554205,512,512,512,512,512,512,512,512,512,512,512,512,512,512,505.75335,512,512,395.719025,512,512,512,512,512,371.082423,475.106304,512,512,493.247321,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,502.184011,512,494.631195,512,512,512,512,512,512,512, 
DIM8,351.16725,512,512,512,512,512,367.947498,444.21762,512,512,512,512,512,502.551013,512,512,512,512,512,512,512,512,512,456.246061,512,512,512,512,506.139222,512,512,512,413.275962,512,389.066618,512,512,512,466.624522,512,512,512,512,512,502.132395,512,512,366.854533,512,512,512,512,512,512,403.017078,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,439.583419,512,512,512,512,512,512,512,512,512,512,512,512,512,413.099779,452.07895,389.86424,512,449.014769,512,512,512,512,402.542981,462.218599,512,512,512,512,462.372701,512,512,449.208147,512,512,512,512,512,512,512,458.843407,512,512,512,483.338943,438.562872,512,500.114303,512,512,512,512,512,512,512,512,512,512,404.840846,488.637086,414.595928,512,512,512,436.117056,453.392956,512,512,512,512,512,512,512,425.50027,512,512,512,512,355.130519,404.318778,512,511.237076,512,512,392.021274,512,512,512,512,512,512,512,481.798735,512,512,512,464.967217,512,512,512,512,512,512,512,381.538934,512,425.543533,512,512,512,512,512,512,512,512,451.131157,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,453.463219,512,512,512,512,512,512,512,512,349.278522,375.182985,512,512,475.642128,512,512,483.396178,512,512,512,512,512,512,512,512,482.848212,512,512,512,512,400.601293,512,512,512,512,512,512,399.235292,512,512,512,363.365764,337.818443,512,512,512,512,512,512,512,512,385.401078,432.502262,512,512,512,512,512,512,512,512,504.760505,350.341374,512,512,512,512,512,512,512,512,463.949245,512,512,512,512,512,372.763713,512,512,512,512,512,512,418.54927,402.47378,512,484.080725,512,512,368.196277,512,477.583012,512,512,512,512,512,512,512,512,512,512,512,512,512,437.779894,512,512,512,512,512,512,512,512,512,512,512,501.209217,512,512,512,512,512,512,512,512,370.116674,512,512,512,512,512,512,512,512,512,512,512,512,512,355.66984,512,512,512,512,512,512,512,512,512,512,512,512,512,492.001498,512,512,512,512,512,512,512,484.218299,512,512,512,512,512,361.354353,512,512,512,471.46465,501.45152,512,512,371.783843,512,426.277109,512,512,512,512,416.323235,512,512,512,512,512,409.278265,373.016178,512,512,512,512,462.788025,512,512,512,512,334.766873,512,512,512,512,512,512,512,512,475.084791,506.437662,512,512,512,512,512,512,512,512,512,512,512,371.347202,377.763746,512,512,512,442.674141,512,374.692068,512,512,512,512,512,373.71962,451.28039,512,512,512,396.424974,512,492.995504,512,512,512,512,512,512,512,512,348.773592,512,512,512,440.708288,512,512,512,512,512,512,512,466.544918,512,512,512,512,512,512,385.76548,512,512,512,512,383.063791,512,512,512,512,512,512,512,502.282294,512,394.519722,512,383.22617,389.980921,453.939345,512,512,512,512, 
DIM9,512,512,512,512,512,512,512,505.665634,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,357.964283,512,512,512,512,512,512,512,468.228815,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,427.10977,512,512,512,512,512,512,512,512,512,512,512,512,393.949223,512,512,512,512,512,456.335129,512,512,375.641296,512,512,512,512,512,512,512,426.923911,444.811002,512,512,512,512,512,512,512,512,512,359.033397,464.557893,512,512,512,512,512,512,512,512,512,512,512,373.350376,512,512,512,512,512,512,512,435.31279,512,512,380.695036,380.56257,512,512,512,512,512,512,512,512,512,512,512,512,484.364875,370.256718,512,512,512,467.351463,454.602837,512,512,512,512,486.514601,512,512,512,512,512,373.687855,512,512,512,512,512,512,512,512,439.752468,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,436.291872,389.71059,484.766445,512,437.455879,512,512,512,512,455.853357,512,411.325353,475.50874,512,512,512,512,512,512,512,420.823666,512,512,489.406458,512,512,512,415.23152,512,512,512,512,512,454.451372,512,512,512,512,512,512,512,512,512,512,496.231997,470.023969,469.240635,512,512,512,512,512,512,512,371.953691,512,512,512,512,512,512,512,512,423.231449,475.186638,437.790908,512,431.677891,512,512,512,512,512,512,512,512,422.158056,512,512,512,512,512,512,512,512,512,512,512,512,512,415.864496,512,512,512,512,512,485.412772,512,512,512,512,512,512,512,512,512,492.234562,512,512,512,401.684722,512,512,512,512,512,512,512,512,445.564718,512,475.702378,512,503.779662,512,512,481.756352,512,512,512,512,512,512,512,512,512,512,512,404.770738,512,512,512,356.39759,505.898632,424.806656,512,512,468.395141,512,512,512,512,512,512,489.866942,512,480.804908,512,512,512,512,412.441176,512,512,340.619955,512,512,512,512,512,512,424.617419,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,370.842877,512,455.731313,452.02954,512,512,512,512,512,512,512,512,512,512,504.554524,512,512,394.214797,512,358.91849,512,512,512,493.662804,512,512,388.297776,512,482.458962,418.871568,512,512,418.925724,422.749956,498.352886,512,512,512,512,512,512,512,512,512,512,512,487.741506,512,512,512,512,512,512,512,512,512,436.329325,512,512,512,512,512,512,512,512,512,478.268084,512,432.240057,512,512,512,512,512,401.559087,485.280185,512,512,461.570155,512,474.443294,512,512,512,404.910209,512,395.677979,512,512,512,512,512,512,512,512,512,512,512,455.679143,512,512,512,444.987059,512,512,512,512,512,512,512,445.26668,512,512,512,345.375364,512,380.630089,512,512,512,512,512,512,512,512,512,371.630854,512,415.07461,512,388.035372,512,512, 
DIM10,512,512,512,512,512,360.745781,441.466485,512,512,442.153056,512,512,512,430.210261,512,512,512,512,512,512,512,512,512,512,437.00069,512,512,512,384.267223,512,512,357.920543,415.177874,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,444.530143,463.305188,512,391.055263,512,512,512,512,512,512,512,512,512,512,512,512,469.095951,512,512,512,512,512,512,512,386.964138,420.93603,512,493.558597,512,512,512,512,512,363.964862,512,512,512,512,512,512,439.523847,512,512,512,512,350.73202,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,410.945742,512,512,512,512,512,512,512,512,354.719163,512,390.678777,512,512,512,512,512,512,402.626434,503.667078,512,512,512,512,512,373.119399,512,512,512,512,512,495.481173,512,512,512,406.202235,447.629304,512,512,512,512,425.456986,512,338.19413,512,512,430.562063,512,512,512,472.573682,439.929855,512,512,512,512,512,512,500.483363,512,512,444.887296,512,512,512,512,512,403.810657,512,512,512,512,512,512,512,512,512,512,512,447.839079,512,512,512,512,512,512,512,323.832556,512,512,512,512,512,512,317.36375,512,512,512,494.276809,512,427.330993,512,512,512,512,342.060033,472.133654,512,512,512,512,512,512,472.966776,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,384.937592,512,512,512,512,454.115806,512,512,512,512,512,464.475452,512,512,512,313.001458,512,512,512,512,512,512,512,512,427.692447,512,512,512,462.50014,512,512,512,512,512,493.377135,512,512,512,512,512,416.414356,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,367.198088,512,512,512,380.732931,512,512,512,512,400.395393,512,512,357.845196,512,512,512,512,512,512,512,512,512,512,512,512,512,432.313987,495.58318,512,512,512,512,399.881407,512,512,512,512,382.874284,472.656983,512,512,512,512,512,512,512,512,512,348.588656,512,463.333962,512,512,512,512,512,512,512,512,397.256486,512,473.836622,512,512,512,512,512,512,512,512,512,512,512,436.720243,475.602362,442.327099,512,512,512,512,512,512,512,512,466.993312,512,512,385.24383,512,369.600592,442.913517,498.530304,512,512,488.413669,512,512,396.019132,486.68038,512,512,512,411.625705,512,512,478.926759,512,512,512,512,512,512,512,512,512,512,512,480.462184,512,512,512,512,512,512,512,512,512,512,512,453.693477,512,512,512,512,512,512,512,512,512,346.368725,512,512,512,407.346824,512,343.938973,512,512,512,512,512,512,512,512,512,512,512,453.576127,512,512,512,512,512,512,473.117357,512,512,512,512,512,512,512,512,400.272713,512,512,426.276682,451.160876,512,512,512,406.363986,512,512, 
